bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,0972018417,9780972018418,eng,405,788,51
1130,The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,0471743674,9780471743675,en-US,245,218,17
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,0471430455,9780471430452,eng,432,36,1
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,0805431578,9780805431575,eng,368,25,7
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,0679838864,9780679838869,en-US,68,10723,591
1169,Monkey Business,Sarah Mlynowski,3.66,0373250711,9780373250714,eng,400,3250,68
1171,Liar's Poker,Michael   Lewis,4.15,0140143459,9780140143454,eng,256,22710,931
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,0802732291,9780802732293,eng,214,13,1
1191,Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,030723827X,9780307238276,eng,256,13866,73
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,9781400052585,eng,256,38550,212
1193,Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,0307346587,9780307346582,eng,240,8719,54
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.10,1400052386,9781400052387,eng,256,3586,33
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,0609609971,9780609609972,eng,304,1376,16
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,1400052378,9781400052370,eng,287,270,15
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,0061234001,9780061234002,eng,320,589427,12648
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,8466625127,9788466625128,spa,250,185,23
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,0061245135,9780061245138,en-US,496,94,5
1207,Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9722334964,9789722334969,por,264,75,6
1217,Collapse,Jared Diamond,3.93,0739455354,9780739455357,eng,525,19,0
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.25,0399153594,9780399153594,eng,338,179,22
1226,Life of Pi,Yann Martel,3.90,0156030209,9780156030205,en-US,401,4242,672
1227,Vida de Pi,Yann Martel,3.90,8423335127,9788423335121,spa,323,52,8
1230,L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.90,0828808392,9780828808392,fre,448,165,24
1232,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,0143034901,9780143034902,eng,487,306069,21008
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,0140285970,9780140285970,eng,400,101,8
1239,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,0316646660,9780316646666,eng,400,1,0
1241,A Million Little Pieces,James Frey,3.63,0307276902,9780307276902,eng,432,195863,10669
1242,A Million Little Pieces of Feces,Python Bonkers,3.55,1411677315,9781411677319,en-US,256,42,6
1243,A Million Little Lies,James Pinocchio-Pablo Fenjves,3.40,0061171468,9780061171468,en-US,191,200,24
1246,The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,0787968331,9780787968335,en-US,458,865,41
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,0446394599,9780446394598,eng,193,5000,267
1255,Leadership in Organizations,Gary Yukl,3.68,0131494848,9780131494848,en-GB,542,55,4
1259,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,1401359299,9781401359294,eng,115,14,1
1265,Leadership,Rudolph W. Giuliani,3.72,0316861014,9780316861014,eng,397,1755,142
1274,Men Are from Mars  Women Are from Venus,John Gray,3.54,0060574216,9780060574215,eng,368,126108,3115
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,0060192771,9780060192778,en-US,368,18,1
1277,Men are from Mars  Women are from Venus,John Gray,3.54,0007152590,9780007152599,eng,307,1057,121
1280,Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,0722538448,9780722538449,en-GB,286,100,9
1281,Men Are from Mars  Women Are from Venus,John Gray,3.54,006123205X,9780061232053,eng,2,41,3
1290,How to Succeed with Women,Ron  Louis-David Copeland,3.77,0735200300,9780735200302,en-US,320,80,12
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,0553381679,9780553381672,eng,512,183361,4406
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,0517542021,9780517542026,eng,468,471,63
1297,The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,4.43,0736606378,9780736606370,eng,0,611,34
1298,The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,9785557075312,eng,24,0,0
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,0393324818,9780393324815,eng,317,78308,4002
1302,Juiced Official Strategy Guide,Doug Walsh,0.00,0744005612,9780744005615,eng,112,0,0
1303,The 48 Laws of Power,Robert Greene-Joost Elffers,4.19,0140280197,9780140280197,eng,452,52500,2751
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,9780553383683,eng,392,20649,1530
1306,Gates Of Fire,Steven Pressfield,4.41,0553812165,9780553812169,en-US,523,316,31
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,4.06,0553295411,9780553295412,eng,414,15900,173
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,0812590104,9780812590104,en-US,721,143,5
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,9780385516419,eng,354,2884,193
1317,Tides of War,Steven Pressfield,3.89,0553381393,9780553381399,eng,448,3285,150
1318,Last of the Amazons,Steven Pressfield,3.75,0553382047,9780553382044,eng,400,2083,121
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,0446691437,9780446691437,eng,168,46883,4238
1320,Gita on the Green,Stephen J. Rosen-Steven Pressfield,3.74,0826413013,9780826413017,en-US,176,14,1
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,3.88,0811701646,9780811701648,eng,340,79,6
1326,Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,4.12,0140442758,9780140442755,en-US,160,216,19
1327,Phaedrus,Plato-Robin Waterfield,3.91,0192802771,9780192802774,eng,128,27,5
1328,Phaedrus,Plato-C.J. Rowe,3.91,0140449744,9780140449747,eng,176,227,20
1330,Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,4.36,0674990404,9780674990401,mul,583,998,13
1331,Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,4.31,0674994809,9780674994805,eng,736,16,2
1332,Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,4.87,0198145411,9780198145417,grc,410,15,0
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,4.47,0879756322,9780879756321,eng,157,14,1
1337,Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,4.48,189031823X,9781890318239,eng,125,25,4
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,0872207889,9780872207882,eng,272,146,4
1342,Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,0801435307,9780801435300,eng,233,15,1
1351,Statesman,Plato-C.J. Rowe,3.84,0872204626,9780872204621,eng,128,25,6
1354,Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,0140449043,9780140449044,en-GB,208,7840,180
1356,Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,0674991842,9780674991842,eng,560,426,5
1362,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,0140449086,9780140449082,eng,716,32923,558
1363,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,0140446389,9780140446388,eng,622,223,18
1364,The History (Great Minds),Herodotus-Henry Francis Cary,3.98,0879757779,9780879757779,en-US,613,2,0
1365,The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,0192824252,9780192824257,eng,772,265,39
1366,The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,0140440348,9780140440348,en-US,653,134,17
1367,The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,0393959465,9780393959468,en-US,464,38,5
1368,The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,0375400613,9780375400612,en-US,816,125,10
1369,The History,Herodotus-Peter Grene,3.98,0226327701,9780226327709,en-US,710,36,6
1371,The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,0140275363,9780140275360,eng,683,275201,3218
1373,Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,0872203522,9780872203525,en-US,574,995,131
1374,The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,0374529051,9780374529055,en-US,588,664,72
1375,The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,0147712556,9780147712554,eng,1556,53185,367
1376,The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,0140447946,9780140447941,eng,462,1844,111
1377,The Iliad,Homer-W.H.D. Rouse,3.85,0451527372,9780451527370,en-US,312,151,14
1378,The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,0872205428,9780872205420,en-US,215,197,16
1381,The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,0143039954,9780143039952,eng,541,730272,6249
1382,The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,0374525749,9780374525743,eng,515,1650,173
1383,The Odyssey,Homer-Richmond Lattimore,3.75,0060931957,9780060931957,eng,374,1100,78
1384,The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,0140449116,9780140449112,eng,324,2405,159
1387,The Odyssey,Homer-W.H.D. Rouse,3.75,0451527364,9780451527363,eng,304,252,24
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,9780865165847,eng,161,65,6
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,9780674995833,mul,607,368,10
1403,City Eclogue,Ed Roberson,4.14,1891190237,9781891190230,eng,136,66,7
1405,The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,0192837680,9780192837684,eng,180,237,14
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.90,155832125X,9781558321250,eng,272,52,0
1414,The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,0395754909,9780395754900,eng,2057,3702,163
1417,The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,0141000589,9780141000589,eng,1808,559,25
1419,The Complete Works,William Shakespeare,4.49,0517092948,9780517092941,eng,1248,62,6
1420,Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,0521618746,9780521618748,eng,289,577429,6702
1421,The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,0199267170,9780199267170,eng,1420,488,38
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,9781557831576,eng,137,7970,117
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,9780062512796,en-US,272,878,90
1425,The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,0062513346,9780062513342,en-US,212,696,56
1426,Warrior of the Light,Paulo Coelho,3.70,0060527986,9780060527983,en-US,142,21578,905
1427,The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,0060832819,9780060832810,eng,336,56713,2500
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,0061122092,9780061122095,eng,208,68403,2644
1429,The Fifth Mountain,Paulo Coelho-Clifford E. Landers,3.62,0060930136,9780060930134,en-US,256,749,49
1430,Eleven Minutes,Paulo Coelho-Margaret Jull Costa,3.69,0060589280,9780060589288,eng,273,114826,4731
1431,Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.70,0061124265,9780061124266,eng,210,126224,5201
1433,Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.01,0140714545,9780140714548,eng,148,1605,116
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,0764586033,9780764586033,en-US,129,65,6
1438,Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,4.04,0764585681,9780764585685,eng,240,98,16
1439,Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,4.27,0879232153,9780879232153,eng,450,458,52
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,4.30,0674991206,9780674991200,mul,496,191,7
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,3.72,0872201686,9780872201682,eng,172,567,13
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,4.34,0674991222,9780674991224,mul,400,36,0
1445,The Peloponnesian War,Thucydides-Steven Lattimore,3.89,0872203948,9780872203945,eng,530,151,23
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,3.89,0393971678,9780393971675,eng,554,24,4
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,4.28,0674991877,9780674991873,eng,480,33,0
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.50,0929524357,9780929524351,eng,34,2,0
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,4.03,0226307808,9780226307800,eng,221,4482,52
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,4.21,0226307840,9780226307848,eng,228,3313,44
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,4.21,0226307832,9780226307831,eng,307,546,8
1466,Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,4.39,1590171802,9781590171806,eng,312,593,68
1467,Ten Plays,Euripides-Moses Hadas-John Maclean,4.17,0553213636,9780553213638,en-US,432,1430,21
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,3.98,0226307824,9780226307824,eng,255,535,15
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,4.33,0226307816,9780226307817,eng,264,734,12
1473,Medea and Other Plays,Euripides-John Davie-Richard Rutherford,4.03,0140449299,9780140449297,eng,206,8994,113
1474,Cyclops. Alcestis. Medea,Euripides-David Kovacs,4.21,0674995600,9780674995604,eng,432,58,4
1475,Medea,Euripides-Donald J. Mastronarde,3.85,0521643864,9780521643863,grc,431,199,9
1476,The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,0140447261,9780140447262,eng,360,153,8
1479,Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,3.86,0195125983,9780195125986,eng,160,146,13
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,3.78,0413752801,9780413752802,eng,192,9,0
1486,The Trojan Women and Hippolytus,Euripides,3.56,0486424626,9780486424620,eng,64,31,4
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.85,0393325830,9780393325836,eng,128,108,6
1489,Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,4.07,0192832603,9780192832603,eng,282,146,2
1494,Alcestis,Euripides-William Arrowsmith,3.83,0195061667,9780195061666,eng,142,1824,85
1495,Suppliant Women  Electra  Heracles,Euripides-David Kovacs,4.47,067499566X,9780674995666,eng,464,30,4
1498,Helen,Euripides-A. Dale,3.69,090651598X,9780906515983,eng,216,5,1
1499,Medea,Euripides-Georgia Ann Machemer-Michael   Collier,3.85,0195145666,9780195145663,eng,116,339,33
1504,Euripides: Medea,William Allan,3.88,071563187X,9780715631874,eng,160,17,1
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20,0822004240,9780822004240,eng,69,5,0
1509,Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,3.97,0674995740,9780674995741,eng,528,27,2
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,0715629948,9780715629949,eng,144,12,1
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,4.48,0226307662,9780226307664,eng,672,46,7
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,4.01,0226307786,9780226307787,en-US,171,688,50
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.10,0226307948,9780226307947,eng,188,382,25
1518,The Oresteia,Aeschylus-Alan Shapiro-Peter H. Burian,4.01,019513592X,9780195135923,eng,304,76,7
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,4.01,0140443339,9780140443332,eng,335,27759,536
1521,Oresteia,Aeschylus-Peter Meineck-Helene P. Foley,4.01,0872203905,9780872203907,eng,224,286,20
1523,Prometheus Bound and Other Plays,Aeschylus-Philip Vellacott,4.10,0140441123,9780140441123,eng,160,4075,55
1525,The Oresteia,Aeschylus-Ted Hughes,4.01,0374527059,9780374527051,en-US,208,211,25
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.01,081221627X,9780812216271,eng,178,12,3
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,4.11,0226307646,9780226307640,eng,358,75,7
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,0521539811,9780521539814,eng,95,28,3
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,4.01,1400041929,9781400041923,eng,127,61,7
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.10,0812216717,9780812216714,en-GB,232,12,2
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,4.01,0486292428,9780486292427,eng,151,87,8
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,4.10,1419150014,9781419150012,eng,208,1,0
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,4.14,0226307867,9780226307862,eng,254,4952,34
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles-Paul Roche,3.97,0452011671,9780452011670,eng,288,529,45
1538,The Complete Plays,Sophocles-Paul Roche,4.27,0451527844,9780451527844,eng,420,2856,37
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,3.97,015602764X,9780156027649,eng,259,44470,672
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,0140444254,9780140444254,eng,430,2825,271
1543,Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,4.49,0674995570,9780674995574,eng,496,104,7
1546,Theban Plays,Sophocles-Peter Meineck-Paul Woodruff,3.97,0872205851,9780872205857,en-US,304,102,7
1547,The Theban Plays (Everyman's Library  #93),Sophocles-David Grene-Charles Segal,3.97,0679431322,9780679431329,en-US,223,53,3
1548,Electra and Other Plays,Sophocles-E.F. Watling,4.14,0140440283,9780140440287,eng,218,132,9
1549,Antigone / Oedipus the King / Electra,Sophocles-Edith Hall-H.D.F. Kitto,3.94,0192835882,9780192835888,eng,178,13060,183
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,3.69,1580495931,9781580495936,eng,75,134960,1646
1555,The Oedipus Plays of Sophocles,Sophocles-Paul Roche,3.97,0451621603,9780451621603,eng,390,8,1
1558,Oedipus Rex (Greek and Latin Classics),Sophocles-Roger D. Dawe,3.69,0521617359,9780521617352,grc,214,209,1
1559,Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,1416500332,9781416500339,eng,144,706,49
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,4.06,0452007178,9780452007178,eng,624,5986,78
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes-Jeffrey Henderson,3.92,0415907446,9780415907446,eng,256,93,6
1562,The Complete Plays,Aristophanes-Moses Hadas,4.21,0553213431,9780553213430,eng,577,1954,32
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes-David R. Slavitt,3.83,0812234561,9780812234565,eng,322,4,0
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes-Peter Meineck,3.76,0872203611,9780872203617,eng,480,1,0
1567,Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,3.96,0140448144,9780140448146,en-US,241,3723,113
1568,Acharnians,Aristophanes-Jeffrey Henderson,3.42,1585100870,9781585100873,eng,96,23,2
1571,Clouds,Aristophanes-Kenneth James Dover,3.76,0199120099,9780199120093,eng,254,13,2
1572,Clouds/Wasps/Peace,Aristophanes-Jeffrey Henderson,4.12,0674995376,9780674995376,grc,624,68,10
1573,The Birds and Other Plays,Aristophanes-David B. Barrett-Alan H. Sommerstein,4.13,0140449515,9780140449518,eng,336,1241,17
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes-David B. Barrett,3.95,0140441522,9780140441529,eng,224,372,27
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes-Dudley Fitts,4.03,0156027658,9780156027656,eng,400,14,2
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,4.19,0674995961,9780674995963,grc,608,57,3
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.33,0822007762,0049086007763,eng,80,3,0
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,0198721595,9780198721598,eng,376,14,3
1586,Lysistrata,Aristophanes-Douglass Parker,3.85,0451616227,9780451616227,eng,98,19,2
1590,Peace,Aristophanes-S. Douglas Olson,3.58,0198140819,9780198140818,eng,408,243,11
1591,Lysistrata,Aristophanes-Sarah Ruden,3.85,0872206033,9780872206038,eng,132,29881,522
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett,3.79,0140443320,9780140443325,en-US,335,39,1
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,0521774330,9780521774338,en-GB,238,5,2
1617,Night (The Night Trilogy  #1),Elie Wiesel-Marion Wiesel-François Mauriac,4.32,0374500010,9780374500016,eng,115,834287,24227
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,1400032717,9781400032716,eng,226,991627,34202
